@400000005e56c4c82302d486 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e56c4c9116687ca #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e56c6472ba15739 #d,-,18,3619,2375,1521,368,2,250554,15534,3620,2375,1530,3619,2372,1521,99,100,0,500,3637;
@400000005e56c6472bab912c #d,-,18,3615,2374,1510,369,2,250567,15535,3619,2375,1521,3615,2372,1502,100,100,0,500,3615;
@400000005e56c6492bbbae00 #d,-,18,3610,2372,1506,370,2,250586,15536,3615,2376,1538,3610,2371,1506,100,100,0,500,3610;
@400000005e56c6492bc64514 #d,-,18,3606,2373,1446,371,2,250589,15536,3610,2375,1510,3606,2372,1446,99,100,0,500,3607;
@400000005e56c64b2bcf6c49 #d,-,18,3444,2373,1454,372,2,250578,15535,3606,2375,1459,3444,2372,1445,98,100,0,500,3481;
@400000005e56c64b2bd859c0 #d,-,18,3442,2374,1446,372,2,250566,15535,3444,2375,1456,3442,2373,1446,99,100,0,500,3458;
@400000005e56c64d2be2026a #d,-,18,3391,2375,1361,373,2,250532,15533,3442,2376,1446,3391,2373,1361,99,100,0,500,3422;
@400000005e56c64d2be916c4 #d,-,18,3241,2373,1370,374,2,250551,15534,3391,2376,1397,3241,2373,1350,98,100,0,500,3278;
@400000005e56c64f2bf9286b #d,-,18,3241,2374,1362,375,2,250435,15526,3241,2377,1370,3241,2373,1357,99,100,0,500,3269;
@400000005e56c64f2c03ab03 #d,-,18,3122,2375,1236,376,2,250337,15520,3241,2378,1362,3122,2374,1219,98,100,0,500,3180;
@400000005e56c6512c11d0ec #d,-,18,2898,2376,1233,377,2,250230,15514,3122,2377,1236,2898,2375,1232,98,100,0,500,2931;
@400000005e56c6512c1ccc96 #d,-,18,2898,2378,1232,378,2,250122,15507,2898,2378,1234,2898,2374,1231,98,100,0,500,2934;
@400000005e56c6532c283e87 #d,-,18,3271,2377,1189,378,2,250163,15510,3271,2378,1643,2898,2371,1189,100,100,0,500,3271;
@400000005e56c6532c2e691e #d,-,18,2923,2376,1108,379,2,249965,15497,3271,2378,1195,2923,2373,1108,95,100,0,500,3048;
@400000005e56c6552c381581 #d,-,18,2650,2374,1170,380,2,249810,15488,2923,2376,1170,2650,2374,1068,97,100,0,500,2708;
@400000005e56c6552c3e00c4 #d,-,18,2725,2375,1165,381,2,249677,15480,2725,2377,1179,2650,2374,1164,99,100,0,500,2741;
@400000005e56c6572c482280 #d,-,18,2729,2372,1169,381,2,249547,15471,2729,2376,1182,2725,2372,1163,97,100,0,500,2789;
@400000005e56c6572c4e495e #d,-,18,2732,2372,1205,382,2,249421,15464,2732,2376,1206,2729,2372,1169,97,100,0,500,2789;
@400000005e56c6592c58578b #d,-,18,2785,2371,1172,383,2,249291,15456,2785,2375,1205,2732,2371,1165,98,100,0,500,2819;
@400000005e56c6592c5ebbe0 #d,-,18,2781,2372,1170,384,2,249161,15447,2785,2375,1173,2781,2371,1170,99,100,0,500,2787;
@400000005e56c65b2c686843 #d,-,18,2777,2373,1171,385,2,249032,15439,2781,2375,1173,2777,2372,1169,99,100,0,500,2787;
@400000005e56c65b2c6e3111 #d,-,18,2774,2374,1173,385,2,248965,15435,2777,2375,1173,2774,2372,1171,99,100,0,500,2787;
@400000005e56c65d2c77d601 #d,-,18,2772,2373,1201,386,2,248780,15424,2774,2374,1201,2772,2372,1170,99,100,0,500,2789;
@400000005e56c65d2c7da288 #d,-,18,2773,2375,1171,387,2,248715,15420,2773,2375,1202,2772,2373,1164,98,100,0,500,2817;
@400000005e56c65f2c875dd1 #d,-,18,2771,2374,1170,388,2,248527,15408,2773,2375,1173,2771,2373,1170,99,100,0,500,2787;
@400000005e56c65f2c8d2f01 #d,-,18,2768,2374,1171,388,2,248401,15400,2771,2375,1172,2768,2373,1170,99,100,0,500,2787;
@400000005e56c6612c96cb8f #d,-,18,2767,2372,1174,389,2,248276,15393,2768,2375,1175,2767,2371,1170,99,100,0,500,2789;
@400000005e56c6612c9ca343 #d,-,18,2765,2372,1200,390,2,248154,15385,2767,2374,1200,2765,2372,1170,99,100,0,500,2790;
@400000005e56c6632ca60259 #d,-,18,2768,2372,1172,391,2,248032,15378,2768,2373,1203,2765,2371,1166,98,100,0,500,2817;
@400000005e56c6632cabcdf2 #d,-,18,2766,2375,1170,391,2,247908,15370,2768,2375,1173,2766,2372,1169,99,100,0,500,2785;
@400000005e56c6652cb59db9 #d,-,18,2764,2376,1168,392,2,247785,15362,2766,2376,1171,2764,2373,1168,99,100,0,500,2785;
@400000005e56c6652cbb6686 #d,-,18,2762,2373,1170,393,2,247662,15355,2764,2376,1172,2762,2372,1168,99,100,0,500,2783;
@400000005e56c6672cc4c0f5 #d,-,18,2761,2373,1189,394,2,247542,15347,2762,2376,1189,2761,2372,1169,99,100,0,500,2787;
@400000005e56c6672cca9135 #d,-,18,2764,2373,1171,395,2,247424,15340,2764,2374,1201,2761,2372,1165,98,100,0,500,2817;
@400000005e56c6692cd3f405 #d,-,18,2762,2372,1171,395,2,247303,15332,2764,2374,1173,2762,2371,1169,99,100,0,500,2781;
@400000005e56c6692cd9d41b #d,-,18,2761,2373,1169,396,2,247183,15325,2762,2375,1172,2761,2372,1169,99,100,0,500,2787;
@400000005e56c66b2ce33243 #d,-,18,2759,2373,1170,397,2,247063,15317,2761,2375,1172,2759,2372,1169,99,100,0,500,2783;
@400000005e56c66b2ce8fa22 #d,-,18,2758,2372,1178,398,2,247004,15314,2759,2375,1178,2758,2371,1169,99,100,0,500,2785;
@400000005e56c66d2cf6fca8 #d,-,18,2762,2373,1169,398,2,246830,15303,2762,2374,1201,2758,2372,1164,98,100,0,500,2813;
@400000005e56c66d2d01f587 #d,-,18,2856,2370,1479,399,2,246791,15301,2856,2373,1486,2762,2369,1169,100,100,0,500,2856;
@400000005e56c66f2d120ea1 #d,-,18,3573,2370,1650,400,2,246853,15304,3573,2372,1704,2856,2367,1386,100,100,0,500,3573;
@400000005e56c66f2d1bc631 #d,-,18,3911,2370,1666,401,2,246932,15309,3911,2371,1666,3573,2368,1646,99,100,0,500,3944;
@400000005e56c6712d2bf694 #d,-,18,3908,2370,1664,402,2,247011,15314,3911,2371,1674,3908,2368,1616,99,100,0,500,3913;
@400000005e56c6712d35af12 #d,-,18,3966,2370,1665,404,2,247099,15320,3966,2371,1695,3908,2368,1662,99,100,0,500,3972;
@400000005e56c6732d4562a9 #d,-,18,3961,2369,1661,405,2,247180,15325,3966,2370,1667,3961,2368,1659,100,100,0,500,3961;
@400000005e56c6732d50346a #d,-,18,3957,2369,1666,406,2,247263,15330,3961,2371,1670,3957,2369,1661,100,100,0,500,3957;
@400000005e56c6752d60c2dd #d,-,18,3954,2370,1659,407,2,247402,15338,3957,2371,1668,3954,2368,1659,100,100,0,500,3954;
@400000005e56c6752d6aa18a #d,-,18,3951,2370,1671,408,2,247486,15344,3954,2372,1677,3951,2369,1659,99,100,0,500,3952;
@400000005e56c6772d7a5167 #d,-,18,3954,2371,1659,409,2,247515,15345,3954,2372,1696,3951,2370,1658,99,100,0,500,3984;
@400000005e56c6772d8419bb #d,-,18,3952,2370,1669,410,2,247597,15351,3954,2371,1669,3952,2369,1659,99,100,0,500,3968;
@400000005e56c6792d94e1ec #d,-,18,3950,2369,1673,411,2,247680,15356,3952,2371,1679,3950,2369,1665,99,100,0,500,3958;
@400000005e56c6792d9f6dd3 #d,-,18,3950,2370,1673,412,2,247762,15361,3950,2372,1677,3950,2369,1663,99,100,0,500,3972;
@400000005e56c67b2daf8e61 #d,-,18,3950,2371,1616,413,2,247897,15369,3950,2372,1677,3950,2369,1616,99,100,0,500,3965;
@400000005e56c67b2dba926c #d,-,18,3869,2374,1605,414,2,247904,15370,3950,2374,1649,3869,2370,1605,99,100,0,500,3896;
@400000005e56c67d2dcaee94 #d,-,18,3863,2374,1614,415,2,247964,15373,3869,2374,1620,3863,2372,1604,100,100,0,500,3863;
@400000005e56c67d2dd4fcc1 #d,-,18,3858,2374,1665,417,2,248028,15377,3863,2374,1665,3858,2372,1614,100,100,0,500,3858;
@400000005e56c67f2de60bba #d,-,18,3917,2374,1683,418,2,248112,15382,3917,2374,1683,3858,2372,1665,99,100,0,500,3928;
@400000005e56c67f2defc7f2 #d,-,18,3923,2374,1674,419,2,248194,15388,3923,2374,1690,3917,2372,1669,98,100,0,500,3986;
@400000005e56c6812dffc60a #d,-,18,3929,2373,1677,420,2,248283,15393,3929,2374,1714,3923,2371,1672,98,100,0,500,3984;
@400000005e56c6812e0995d1 #d,-,18,3984,2373,1676,421,2,248365,15398,3984,2374,1681,3929,2372,1669,99,100,0,500,4008;
@400000005e56c6832e19b65f #d,-,18,3981,2373,1677,422,2,248446,15403,3984,2373,1683,3981,2372,1669,99,100,0,500,3984;
@400000005e56c6832e24da14 #d,-,18,3980,2371,1681,423,2,248529,15408,3981,2373,1687,3980,2370,1672,99,100,0,500,3992;
@400000005e56c6852e356887 #d,-,18,3978,2369,1683,424,2,248668,15417,3980,2372,1685,3978,2368,1676,99,100,0,500,3986;
@400000005e56c6852e3f76b4 #d,-,18,3978,2369,1695,425,2,248698,15419,3978,2371,1711,3978,2369,1680,99,100,0,500,3993;
@400000005e56c6872e4f6c6b #d,-,18,3979,2369,1686,426,2,248779,15424,3979,2371,1695,3978,2369,1675,99,100,0,500,4015;
@400000005e56c6872e592041 #d,-,18,3979,2369,1686,428,2,248861,15429,3979,2371,1686,3979,2369,1676,99,100,0,500,3992;
@400000005e56c6892e68b51c #d,-,18,3979,2369,1687,429,2,248945,15434,3979,2371,1701,3979,2369,1680,99,100,0,500,4004;
@400000005e56c6892e732513 #d,-,18,3979,2367,1689,430,2,249082,15443,3979,2371,1691,3979,2367,1682,99,100,0,500,3999;
@400000005e56c68b2e82a570 #d,-,18,3980,2368,1714,431,2,249169,15448,3980,2370,1716,3979,2367,1683,99,100,0,500,4002;
@400000005e56c68b2e8c5def #d,-,18,3983,2370,1687,432,2,249194,15450,3983,2370,1714,3980,2368,1677,98,100,0,500,4027;
@400000005e56c68d2e9c7709 #d,-,18,3983,2371,1681,433,2,249275,15455,3983,2371,1690,3983,2369,1676,99,100,0,500,3999;
@400000005e56c68d2ea6a3f2 #d,-,18,3982,2372,1685,434,2,249355,15460,3983,2372,1689,3982,2370,1680,99,100,0,500,4001;
@400000005e56c68f2eb66b17 #d,-,18,3982,2370,1687,435,2,249436,15465,3982,2372,1689,3982,2370,1682,99,100,0,500,3999;
@400000005e56c68f2ec00893 #d,-,18,3984,2369,1719,436,2,249578,15473,3984,2372,1719,3982,2369,1687,99,100,0,500,4018;
@400000005e56c6912ecff6d6 #d,-,18,3988,2372,1690,437,2,249604,15475,3988,2372,1719,3984,2369,1683,98,100,0,500,4038;
@400000005e56c6912edb21ff #d,-,18,3989,2372,1688,439,2,249685,15480,3989,2372,1695,3988,2370,1683,99,100,0,500,4013;
@400000005e56c6932ee3c8af #d,-,18,3989,2370,1692,440,2,249767,15485,3989,2372,1693,3989,2370,1687,99,100,0,500,4011;
@400000005e56c6932ee73b93 #d,-,18,3988,2372,1443,441,2,249803,15487,3989,2374,1694,3988,2370,1426,99,100,0,500,4009;
@400000005e56c6952eeef01e #d,-,18,3448,2374,1488,442,2,249800,15487,3988,2374,1488,3448,2372,1443,98,100,0,500,3516;
@400000005e56c6952ef6c453 #d,-,18,3526,2373,1508,443,2,249869,15491,3526,2374,1525,3448,2372,1488,99,100,0,500,3538;
@400000005e56c6972f001ec1 #d,-,18,3633,2372,1510,444,2,249839,15490,3633,2373,1579,3526,2370,1508,99,100,0,500,3645;
@400000005e56c6972f0b74c1 #d,-,18,3628,2373,1525,445,2,249859,15491,3633,2373,1540,3628,2371,1509,99,100,0,500,3630;
@400000005e56c6992f1c83ba #d,-,18,3626,2374,1526,446,2,249878,15492,3628,2374,1530,3626,2372,1524,99,100,0,500,3636;
@400000005e56c6992f27557b #d,-,18,3623,2373,1551,447,2,249899,15493,3626,2374,1551,3623,2371,1526,99,100,0,500,3627;
@400000005e56c69b2f382ab6 #d,-,18,3625,2372,1530,448,2,249921,15495,3625,2374,1561,3623,2371,1520,98,100,0,500,3662;
@400000005e56c69b2f430b5d #d,-,18,3623,2374,1525,449,2,249994,15499,3625,2374,1530,3623,2370,1525,99,100,0,500,3627;
@400000005e56c69d2f4c5a9e #d,-,18,3620,2373,1527,450,2,249959,15497,3623,2374,1529,3620,2372,1525,99,100,0,500,3629;
@400000005e56c69d2f575eaa #d,-,18,3619,2370,1527,451,2,249978,15498,3620,2373,1531,3619,2369,1527,99,100,0,500,3630;
@400000005e56c69f2f67740a #d,-,18,3617,2371,1538,452,2,249997,15499,3619,2373,1538,3617,2370,1525,99,100,0,500,3627;
@400000005e56c69f2f725d14 #d,-,18,3619,2370,1525,453,2,250019,15501,3619,2373,1559,3617,2370,1519,98,100,0,500,3659;
@400000005e56c6a12f7c6698 #d,-,18,3617,2371,1526,454,2,250037,15502,3619,2372,1529,3617,2369,1525,99,100,0,500,3621;
@400000005e56c6a12f86f9f3 #d,-,18,3615,2370,1527,455,2,250054,15503,3617,2372,1528,3615,2370,1524,99,100,0,500,3627;
@400000005e56c6a32f90740c #d,-,18,3614,2371,1527,456,2,250073,15504,3615,2372,1531,3614,2370,1526,99,100,0,500,3627;
@400000005e56c6a32f9a6736 #d,-,18,3612,2371,1528,457,2,250091,15505,3614,2373,1528,3612,2371,1526,99,100,0,500,3629;
@400000005e56c6a52fabc46a #d,-,18,3616,2370,1524,458,2,250166,15510,3616,2373,1560,3612,2370,1519,98,100,0,500,3657;
@400000005e56c6a52fb65a90 #d,-,18,3614,2369,1525,459,2,250132,15508,3616,2373,1529,3614,2369,1524,99,100,0,500,3629;
@400000005e56c6a72fc37e80 #d,-,18,3613,2370,1529,460,2,250150,15509,3614,2371,1532,3613,2369,1524,99,100,0,500,3629;
@400000005e56c6a72fceb5c5 #d,-,18,3612,2369,1530,461,2,250168,15510,3613,2371,1532,3612,2369,1526,99,100,0,500,3629;
@400000005e56c6a92fd92d2f #d,-,18,3611,2371,1528,462,2,250186,15511,3612,2372,1530,3611,2369,1526,99,100,0,500,3632;
@400000005e56c6a92fe3b828 #d,-,18,3614,2371,1521,463,2,250260,15516,3614,2371,1563,3611,2369,1520,99,100,0,500,3648;
@400000005e56c6ab2fecd430 #d,-,18,3612,2371,1527,464,2,250277,15517,3614,2371,1529,3612,2369,1521,99,100,0,500,3634;
@400000005e56c6ab2ff41bc4 #d,-,18,3612,2371,1526,465,2,250243,15515,3612,2372,1531,3612,2369,1526,99,100,0,500,3629;
@400000005e56c6ad3003abf6 #d,-,18,3611,2372,1527,466,2,250260,15516,3612,2372,1528,3611,2370,1525,99,100,0,500,3627;
@400000005e56c6ad300e9146 #d,-,18,3610,2371,1526,467,2,250277,15517,3611,2372,1530,3610,2370,1526,99,100,0,500,3627;
@400000005e56c6af301eccd6 #d,-,18,3612,2369,1522,468,2,250298,15518,3612,2372,1560,3610,2369,1522,99,100,0,500,3641;
@400000005e56c6af3029a6f8 #d,-,18,3612,2372,1525,469,2,250316,15519,3612,2372,1531,3612,2369,1522,99,100,0,500,3641;
@400000005e56c6b1303af09e #d,-,18,3611,2373,1524,470,2,250333,15520,3612,2374,1531,3611,2370,1523,99,100,0,500,3629;
@400000005e56c6b13045dd61 #d,-,18,3610,2373,1525,471,2,250349,15521,3611,2375,1528,3610,2372,1524,99,100,0,500,3627;
@400000005e56c6b3305628c5 #d,-,18,3609,2372,1524,472,2,250366,15522,3610,2375,1528,3609,2372,1524,99,100,0,500,3627;
@400000005e56c6b33060c393 #d,-,18,3609,2375,1392,473,2,250351,15521,3609,2376,1545,3609,2372,1241,99,100,0,500,3634;
@400000005e56c6b5306b990e #d,-,18,3408,2377,1161,474,2,250316,15519,3609,2377,1643,3408,2372,1158,97,100,0,500,3490;
@400000005e56c6b53071bfec #d,-,18,2794,2376,1125,474,2,250207,15512,3408,2377,1185,2794,2375,1125,97,100,0,500,2879;
@400000005e56c6b7307b58c0 #d,-,18,2582,2375,1176,475,2,250069,15504,2794,2378,1176,2582,2374,1021,97,100,0,500,2639;
@400000005e56c6b730818acb #d,-,18,2686,2375,1166,476,2,249957,15497,2686,2378,1183,2582,2374,1141,99,100,0,500,2705;
@400000005e56c6b9308b1010 #d,-,18,2792,2375,1171,477,2,249864,15491,2792,2377,1238,2686,2375,1166,99,100,0,500,2803;
@400000005e56c6b9309145d5 #d,-,18,2790,2375,1179,477,2,249759,15485,2792,2377,1184,2790,2374,1158,98,100,0,500,2824;
@400000005e56c6bb309ad37c #d,-,18,2787,2377,1174,478,2,249655,15478,2790,2377,1179,2787,2374,1174,99,100,0,500,2806;
@400000005e56c6bb30a0f5b2 #d,-,18,2785,2378,1176,479,2,249552,15472,2787,2378,1177,2785,2375,1174,99,100,0,500,2799;
@400000005e56c6bd30aa8713 #d,-,18,2783,2377,1175,480,2,249450,15465,2785,2378,1177,2783,2375,1173,99,100,0,500,2799;
@400000005e56c6bd30b0c804 #d,-,18,2780,2378,1195,480,2,249352,15459,2783,2378,1205,2780,2376,1174,99,100,0,500,2799;
@400000005e56c6bf30ba2ad4 #d,-,18,2782,2378,1172,481,2,249249,15453,2782,2378,1195,2780,2376,1168,98,100,0,500,2826;
@400000005e56c6bf30c04950 #d,-,18,2779,2377,1176,482,2,249147,15447,2782,2378,1176,2779,2376,1172,99,100,0,500,2796;
@400000005e56c6c130c9ce96 #d,-,18,2778,2375,1174,483,2,249046,15440,2779,2378,1176,2778,2375,1173,99,100,0,500,2797;
@400000005e56c6c130d0045a #d,-,18,2776,2374,1177,483,3,248945,15434,2778,2378,1177,2776,2374,1173,99,100,0,500,2797;
@400000005e56c6c330d985e6 #d,-,18,2774,2376,1203,484,3,248848,15428,2776,2377,1204,2774,2374,1174,99,100,0,500,2797;
@400000005e56c6c330dfa81c #d,-,18,2776,2376,1176,485,3,248748,15422,2776,2378,1203,2774,2376,1166,98,100,0,500,2824;
@400000005e56c6c530e91618 #d,-,18,2775,2377,1174,486,3,248697,15419,2776,2378,1176,2775,2375,1173,99,100,0,500,2796;
@400000005e56c6c530ef5085 #d,-,18,2773,2377,1175,486,3,248547,15409,2775,2378,1175,2773,2376,1172,99,100,0,500,2796;
@400000005e56c6c730f8c23c #d,-,18,2772,2378,1174,487,3,248449,15403,2773,2378,1177,2772,2376,1173,99,100,0,500,2797;
@400000005e56c6c730fef447 #d,-,18,2771,2376,1204,488,3,248353,15397,2772,2378,1204,2771,2376,1173,99,100,0,500,2796;
@400000005e56c6c93108a81d #d,-,18,2773,2376,1174,489,3,248255,15391,2773,2378,1205,2771,2375,1167,98,100,0,500,2824;
@400000005e56c6c9310e9808 #d,-,18,2771,2376,1174,489,3,248156,15385,2773,2378,1174,2771,2375,1172,99,100,0,500,2792;
@400000005e56c6cb31183cf8 #d,-,18,2770,2378,1173,490,3,248059,15379,2771,2378,1175,2770,2375,1172,99,100,0,500,2796;
@400000005e56c6cb311e14ac #d,-,18,2769,2377,1172,491,3,247961,15373,2770,2378,1175,2769,2376,1172,99,100,0,500,2794;
@400000005e56c6cd3127d946 #d,-,18,2768,2376,1201,492,3,247914,15370,2769,2377,1201,2768,2375,1172,99,100,0,500,2794;
@400000005e56c6cd312dbd16 #d,-,18,2771,2376,1175,493,3,247771,15361,2771,2378,1205,2768,2374,1166,98,100,0,500,2826;
@400000005e56c6cf313d3d73 #d,-,18,2769,2376,1173,493,3,247675,15355,2771,2378,1175,2769,2376,1172,99,100,0,500,2790;
@400000005e56c6cf31485154 #d,-,18,2770,2374,1478,494,3,247626,15352,2770,2378,1478,2769,2374,1172,99,100,0,500,2797;
@400000005e56c6d131593ce8 #d,-,18,3430,2374,1658,495,3,247659,15354,3430,2376,1686,2770,2372,1403,100,100,0,500,3430;
@400000005e56c6d131640736 #d,-,18,3907,2373,1657,496,3,247766,15361,3907,2375,1658,3430,2372,1632,100,100,0,500,3907;
@400000005e56c6d331751da2 #d,-,18,3909,2373,1652,497,3,247784,15362,3909,2374,1685,3907,2372,1649,99,100,0,500,3940;
@400000005e56c6d3317f9241 #d,-,18,3908,2373,1650,498,3,247846,15366,3909,2374,1653,3908,2371,1649,99,100,0,500,3924;
@400000005e56c6d5318f87f7 #d,-,18,3907,2373,1659,500,3,247909,15370,3908,2374,1663,3907,2371,1649,99,100,0,500,3920;
@400000005e56c6d5319b66df #d,-,18,3908,2373,1652,501,3,247971,15374,3908,2374,1659,3907,2371,1650,99,100,0,500,3940;
@400000005e56c6d731ad8b61 #d,-,18,3908,2374,1664,502,3,248035,15378,3908,2374,1664,3908,2371,1652,99,100,0,500,3928;
@400000005e56c6d731b89f41 #d,-,18,3914,2373,1653,503,3,248100,15382,3914,2374,1688,3908,2371,1645,98,100,0,500,3972;
@400000005e56c6d931c9eca0 #d,-,18,3913,2372,1662,504,3,248164,15386,3914,2373,1668,3913,2371,1653,99,100,0,500,3931;
@400000005e56c6d931d47ffb #d,-,18,3915,2372,1656,505,3,248227,15390,3915,2374,1662,3913,2372,1654,99,100,0,500,3947;
@400000005e56c6db31e52d2a #d,-,18,3915,2373,1657,506,3,248289,15393,3915,2374,1659,3915,2372,1656,99,100,0,500,3935;
@400000005e56c6db31efb557 #d,-,18,3915,2372,1662,507,3,248400,15400,3915,2375,1673,3915,2372,1656,99,100,0,500,3940;
@400000005e56c6dd3200cf7d #d,-,18,3921,2374,1653,508,3,248419,15402,3921,2375,1688,3915,2372,1650,98,100,0,500,3977;
@400000005e56c6dd320b3bba #d,-,18,3922,2374,1658,509,3,248483,15405,3922,2375,1663,3921,2373,1653,99,100,0,500,3949;
@400000005e56c6df321c7dec #d,-,18,3922,2376,1670,510,3,248547,15409,3922,2376,1673,3922,2373,1658,99,100,0,500,3949;
@400000005e56c6df3227633c #d,-,18,3925,2375,1662,512,3,248656,15416,3925,2376,1670,3922,2374,1658,99,100,0,500,3963;
@400000005e56c6e13237939e #d,-,18,3925,2373,1662,513,3,248673,15417,3925,2376,1665,3925,2373,1662,99,100,0,500,3949;
@400000005e56c6e13242cae3 #d,-,18,3929,2372,1664,514,3,248741,15421,3929,2375,1703,3925,2372,1662,98,100,0,500,3972;
@400000005e56c6e332542f8a #d,-,18,3932,2374,1668,515,3,248804,15425,3932,2374,1668,3929,2372,1663,98,100,0,500,3981;
@400000005e56c6e3325ea33b #d,-,18,3933,2374,1667,516,3,248914,15432,3933,2374,1670,3932,2372,1667,99,100,0,500,3961;
@400000005e56c6e5326fce24 #d,-,18,3934,2372,1667,517,3,248978,15436,3934,2374,1670,3933,2371,1666,99,100,0,500,3961;
@400000005e56c6e5327a9ef6 #d,-,18,3935,2371,1667,518,3,248994,15437,3935,2373,1669,3934,2371,1666,99,100,0,500,3963;
@400000005e56c6e7328bba0a #d,-,18,3938,2372,1669,519,3,249062,15441,3938,2373,1702,3935,2371,1667,99,100,0,500,3970;
@400000005e56c6e732966867 #d,-,18,3942,2373,1671,520,3,249125,15445,3942,2374,1673,3938,2371,1666,98,100,0,500,3992;
@400000005e56c6e932a764c0 #d,-,18,3942,2372,1670,521,3,249234,15452,3942,2373,1673,3942,2370,1670,99,100,0,500,3967;
@400000005e56c6e932b1cc55 #d,-,18,3943,2372,1673,522,3,249251,15453,3943,2372,1675,3942,2368,1670,99,100,0,500,3970;
@400000005e56c6eb32c1d59a #d,-,18,3944,2369,1673,524,3,249315,15457,3944,2372,1676,3943,2367,1672,99,100,0,500,3970;
@400000005e56c6eb32cd89ab #d,-,18,3946,2369,1693,525,3,249384,15461,3946,2369,1717,3944,2367,1673,99,100,0,500,3976;
@400000005e56c6ed32dded46 #d,-,18,3952,2368,1677,526,3,249447,15465,3952,2370,1693,3946,2367,1674,98,100,0,500,4015;
@400000005e56c6ed32e84d68 #d,-,18,3953,2367,1676,527,3,249556,15472,3953,2369,1684,3952,2366,1676,99,100,0,500,3979;
@400000005e56c6ef32f92a16 #d,-,18,3954,2366,1681,528,3,249574,15473,3954,2369,1681,3953,2366,1676,99,100,0,500,3981;
@400000005e56c6ef3303bc83 #d,-,18,3954,2367,1682,529,3,249637,15477,3954,2368,1682,3954,2366,1678,99,100,0,500,3983;
@400000005e56c6f133149577 #d,-,18,3956,2367,1696,530,3,249704,15481,3956,2368,1711,3954,2365,1678,99,100,0,500,3981;
@400000005e56c6f1331f53a9 #d,-,18,3960,2368,1681,531,3,249812,15488,3960,2368,1696,3956,2366,1674,98,100,0,500,4011;
@400000005e56c6f3333037cb #d,-,18,3960,2369,1684,532,3,249875,15492,3960,2369,1684,3960,2366,1679,99,100,0,500,3983;
@400000005e56c6f3333ab797 #d,-,18,3962,2369,1681,533,3,249893,15493,3962,2370,1686,3960,2367,1679,99,100,0,500,3990;
@400000005e56c6f5334ad824 #d,-,18,3962,2370,1695,535,3,249957,15497,3962,2370,1695,3962,2367,1681,99,100,0,500,3988;
@400000005e56c6f533567c60 #d,-,18,3965,2368,1711,536,3,250024,15501,3965,2370,1712,3962,2368,1682,99,100,0,500,4001;
@400000005e56c6f733669933 #d,-,18,3969,2367,1684,537,3,250132,15508,3969,2371,1711,3965,2367,1677,98,100,0,500,4018;
@400000005e56c6f7337143d7 #d,-,18,3970,2369,1683,538,3,250150,15509,3970,2370,1684,3969,2367,1682,99,100,0,500,3993;
@400000005e56c6f933826ec0 #d,-,18,3779,2371,1373,539,3,250141,15508,3970,2371,1684,3779,2369,1361,97,100,0,500,3858;
@400000005e56c6f9338d72cb #d,-,18,3251,2369,1383,540,3,250113,15507,3779,2371,1392,3251,2369,1373,98,100,0,500,3289;
@400000005e56c6fb3396bd65 #d,-,18,3252,2369,1418,541,3,250133,15508,3252,2371,1418,3251,2369,1383,98,100,0,500,3290;
@400000005e56c6fb339eebf0 #d,-,18,3258,2370,1406,542,3,250064,15503,3258,2372,1419,3252,2369,1382,98,100,0,500,3324;
@400000005e56c6fd33affae9 #d,-,18,3364,2371,1443,542,3,250054,15503,3364,2372,1469,3258,2370,1406,99,100,0,500,3372;
@400000005e56c6fd33baa946 #d,-,18,3480,2372,1453,543,3,250057,15503,3480,2372,1531,3364,2369,1443,99,100,0,500,3493;
@400000005e56c6ff33c45962 #d,-,18,3479,2369,1467,544,3,250101,15506,3480,2372,1498,3479,2369,1453,99,100,0,500,3509;
@400000005e56c6ff33cf4e87 #d,-,18,3479,2370,1502,545,3,250058,15503,3479,2372,1502,3479,2368,1467,99,100,0,500,3506;
@400000005e56c70133d8eb15 #d,-,18,3483,2374,1475,546,3,250059,15503,3483,2374,1504,3479,2369,1473,98,100,0,500,3534;
@400000005e56c70133e2f588 #d,-,18,3483,2372,1475,547,3,250059,15503,3483,2374,1479,3483,2371,1474,99,100,0,500,3506;
@400000005e56c70333ec43db #d,-,18,3482,2370,1473,548,3,250102,15506,3483,2373,1479,3482,2370,1472,99,100,0,500,3506;
@400000005e56c70333f35cde #d,-,18,3482,2371,1473,549,3,250058,15503,3482,2373,1478,3482,2370,1473,99,100,0,500,3506;
@400000005e56c705340542f9 #d,-,18,3481,2373,1494,550,3,250057,15503,3482,2373,1494,3481,2371,1468,99,100,0,500,3499;
@400000005e56c705340fba63 #d,-,18,3485,2372,1475,551,3,250059,15503,3485,2373,1508,3481,2370,1464,98,100,0,500,3538;
@400000005e56c7073419dfd9 #d,-,18,3484,2370,1473,552,3,250102,15506,3485,2373,1478,3484,2370,1473,99,100,0,500,3499;
@400000005e56c7073424dc71 #d,-,18,3483,2371,1474,553,3,250058,15503,3484,2373,1478,3483,2370,1472,99,100,0,500,3502;
@400000005e56c709342e1823 #d,-,18,3482,2373,1473,554,3,250057,15503,3483,2373,1478,3482,2369,1472,99,100,0,500,3506;
