@400000005e26ada506230bed #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e26ada5301c063c #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e26af220cd74714 #d,-,18,4024,2328,1783,380,2,259683,16100,4024,2328,1784,4023,2326,1774,96,100,0,500,4187;
@400000005e26af240ce63ad0 #d,-,18,4024,2326,1780,381,2,259831,16109,4024,2329,1788,4024,2326,1777,96,100,0,500,4190;
@400000005e26af240ceff708 #d,-,18,4025,2329,1778,382,2,259909,16114,4025,2330,1784,4024,2326,1774,96,100,0,500,4185;
@400000005e26af260cff58aa #d,-,18,4025,2330,1773,383,2,259918,16114,4025,2331,1785,4025,2328,1773,96,100,0,500,4185;
@400000005e26af260d08ca60 #d,-,18,4026,2331,1503,384,2,259960,16117,4026,2332,1784,4025,2328,1503,96,100,0,500,4187;
@400000005e26af280d1292b4 #d,-,18,3485,2331,1295,385,2,259858,16111,4026,2332,1503,3485,2330,1295,93,100,0,500,3735;
@400000005e26af280d1adb53 #d,-,18,3016,2331,1372,386,2,259788,16106,3485,2332,1756,3016,2330,1246,94,100,0,500,3187;
@400000005e26af2a0d2a0e64 #d,-,18,2964,2332,1161,387,2,259596,16094,3016,2332,1439,2964,2330,1027,89,100,0,500,3325;
@400000005e26af2a0d33615f #d,-,18,2581,2330,1177,388,2,259397,16082,2964,2332,1190,2581,2329,1161,91,100,0,500,2806;
@400000005e26af2c0d41fbb3 #d,-,18,2575,2332,1175,388,2,259196,16070,2581,2332,1177,2575,2330,1169,92,100,0,500,2782;
@400000005e26af2c0d4b9841 #d,-,18,2523,2331,1172,389,2,258996,16057,2575,2332,1176,2523,2330,1166,91,100,0,500,2772;
@400000005e26af2e0d5aa434 #d,-,18,2523,2331,1168,390,2,258796,16045,2523,2332,1175,2523,2330,1165,90,100,0,500,2775;
@400000005e26af2e0d640e77 #d,-,18,2521,2331,1166,390,2,258595,16032,2523,2331,1170,2521,2329,1164,91,100,0,500,2761;
@400000005e26af300d7382b9 #d,-,18,2520,2329,1160,391,2,258393,16020,2521,2331,1169,2520,2329,1157,91,100,0,500,2761;
@400000005e26af300d7cd5b4 #d,-,18,2516,2332,1157,392,2,258190,16007,2520,2332,1163,2516,2328,1154,91,100,0,500,2746;
@400000005e26af320d8c2781 #d,-,18,2512,2329,1160,393,2,257988,15995,2516,2332,1161,2512,2328,1155,91,100,0,500,2737;
@400000005e26af320d957a7c #d,-,18,2509,2328,1162,393,2,257788,15982,2512,2331,1166,2509,2328,1156,91,100,0,500,2746;
@400000005e26af340da47e0d #d,-,18,2506,2329,1158,394,2,257652,15974,2509,2329,1164,2506,2327,1155,91,100,0,500,2739;
@400000005e26af340dadd108 #d,-,18,2504,2327,1157,395,2,257387,15958,2506,2329,1159,2504,2327,1153,91,100,0,500,2737;
@400000005e26af360dbc9da7 #d,-,18,2499,2328,1149,395,2,257185,15945,2504,2329,1157,2499,2327,1148,91,100,0,500,2727;
@400000005e26af360dc684b6 #d,-,18,2495,2328,1151,396,2,256985,15933,2499,2328,1156,2495,2327,1145,91,100,0,500,2725;
@400000005e26af380dd55d70 #d,-,18,2490,2326,1148,397,2,256783,15920,2495,2328,1151,2490,2325,1141,91,100,0,500,2711;
@400000005e26af380ddec7b4 #d,-,18,2487,2328,1148,397,2,256583,15908,2490,2328,1152,2487,2325,1146,91,100,0,500,2711;
@400000005e26af3a0dee73d7 #d,-,18,2483,2327,1150,398,2,256385,15895,2487,2328,1151,2483,2325,1146,91,100,0,500,2715;
@400000005e26af3a0df7e58e #d,-,18,2480,2325,1148,399,2,256250,15887,2483,2327,1151,2480,2325,1147,91,100,0,500,2713;
@400000005e26af3c0e045978 #d,-,18,2477,2327,1055,399,2,256033,15874,2480,2328,1153,2477,2324,1031,91,100,0,500,2718;
@400000005e26af3c0e0d55d6 #d,-,18,2288,2325,1139,400,2,255825,15861,2477,2328,1167,2288,2324,1055,89,100,0,500,2559;
@400000005e26af3e0e1a4e00 #d,-,18,2439,2326,1142,401,2,255563,15844,2439,2326,1145,2288,2324,1136,90,100,0,500,2704;
@400000005e26af3e0e22e121 #d,-,18,2439,2324,1147,401,2,255366,15832,2439,2326,1147,2439,2324,1140,90,100,0,500,2692;
@400000005e26af400e305706 #d,-,18,2440,2326,1142,402,2,255171,15820,2440,2328,1148,2439,2324,1139,90,100,0,500,2704;
@400000005e26af400e39c149 #d,-,18,2440,2328,1142,403,2,254977,15808,2440,2328,1147,2440,2326,1139,90,100,0,500,2701;
@400000005e26af420e494560 #d,-,18,2437,2326,1080,403,2,254757,15794,2440,2328,1145,2437,2326,1036,90,100,0,500,2687;
@400000005e26af420e52abea #d,-,18,2337,2325,1145,404,2,254629,15787,2437,2328,1165,2337,2325,1080,90,100,0,500,2590;
@400000005e26af440e611f21 #d,-,18,2453,2328,1142,405,2,254376,15771,2453,2328,1149,2337,2325,1140,90,100,0,500,2706;
@400000005e26af440e6a2b54 #d,-,18,2452,2327,1137,405,2,254247,15763,2453,2328,1145,2452,2326,1137,90,100,0,500,2701;
@400000005e26af460e791ffe #d,-,18,2451,2326,1146,406,2,253995,15747,2452,2328,1153,2451,2326,1136,90,100,0,500,2699;
@400000005e26af460e828dfb #d,-,18,2449,2326,1142,407,2,253805,15735,2451,2327,1146,2449,2325,1140,90,100,0,500,2699;
@400000005e26af480e9231bd #d,-,18,2448,2327,1146,407,2,253618,15724,2449,2328,1147,2448,2325,1141,90,100,0,500,2701;
@400000005e26af480e9c91df #d,-,18,2447,2323,1848,408,2,253510,15717,2448,2328,1848,2447,2322,1139,90,100,0,500,2699;
@400000005e26af4a0eaa9f92 #d,-,18,3365,2323,1702,409,2,253522,15718,3365,2326,1848,2447,2323,1423,95,100,0,500,3507;
@400000005e26af4a0eb4061b #d,-,18,3815,2325,1743,410,2,253645,15725,3815,2325,1755,3365,2323,1666,97,100,0,500,3917;
@400000005e26af4c0ec222b5 #d,-,18,3904,2324,1730,411,2,253709,15729,3904,2325,1743,3815,2322,1724,96,100,0,500,4064;
@400000005e26af4c0ecb374a #d,-,18,3905,2326,1727,412,2,253714,15730,3905,2328,1740,3904,2323,1727,95,100,0,500,4071;
@400000005e26af4e0ed9d911 #d,-,18,3906,2325,1734,413,2,253779,15734,3906,2327,1741,3905,2323,1725,95,100,0,500,4074;
@400000005e26af4e0ee2eda6 #d,-,18,3908,2325,1752,414,2,253847,15738,3908,2326,1753,3906,2323,1734,95,100,0,500,4081;
@400000005e26af500ef15107 #d,-,18,3911,2324,1742,416,2,253914,15742,3911,2326,1752,3908,2324,1732,95,100,0,500,4090;
@400000005e26af500efa49ac #d,-,18,3913,2326,1736,417,2,253979,15746,3913,2326,1746,3911,2323,1732,95,100,0,500,4088;
@400000005e26af520f08e046 #d,-,18,3914,2324,1737,418,2,254046,15750,3914,2326,1750,3913,2324,1731,95,100,0,500,4081;
@400000005e26af520f12086a #d,-,18,3917,2326,1746,419,2,254114,15755,3917,2326,1753,3914,2323,1732,95,100,0,500,4097;
@400000005e26af540f214e1b #d,-,18,3921,2325,1761,420,2,254184,15759,3921,2326,1761,3917,2323,1740,95,100,0,500,4111;
@400000005e26af540f2a8d87 #d,-,18,3925,2323,1750,421,2,254253,15763,3925,2326,1762,3921,2323,1744,95,100,0,500,4109;
@400000005e26af560f3a54ac #d,-,18,3928,2324,1754,422,2,254323,15768,3928,2325,1759,3925,2323,1743,95,100,0,500,4109;
@400000005e26af560f43e253 #d,-,18,3932,2323,1746,423,2,254391,15772,3932,2325,1761,3928,2323,1745,95,100,0,500,4109;
@400000005e26af580f52c63b #d,-,18,3935,2323,1755,424,2,254462,15776,3935,2325,1765,3932,2323,1746,95,100,0,500,4121;
@400000005e26af580f5bdacf #d,-,18,3939,2326,1766,425,2,254532,15781,3939,2326,1766,3935,2323,1747,95,100,0,500,4126;
@400000005e26af5a0f6ba1f5 #d,-,18,3942,2325,1759,427,2,254603,15785,3942,2326,1768,3939,2324,1749,95,100,0,500,4126;
@400000005e26af5a0f755211 #d,-,18,3945,2326,1756,428,2,254731,15793,3945,2326,1767,3942,2324,1747,95,100,0,500,4123;
@400000005e26af5c0f840fca #d,-,18,3948,2323,1748,429,2,254800,15797,3948,2326,1764,3945,2323,1748,95,100,0,500,4123;
@400000005e26af5c0f900240 #d,-,18,3950,2325,1758,430,2,254870,15801,3950,2326,1765,3948,2323,1748,95,100,0,500,4128;
@400000005e26af5e0f9f6028 #d,-,18,3955,2325,1769,431,2,254884,15802,3955,2326,1773,3950,2324,1756,95,100,0,500,4140;
@400000005e26af5e0fa8d599 #d,-,18,3958,2324,1766,432,2,254956,15807,3958,2325,1773,3955,2323,1756,95,100,0,500,4140;
@400000005e26af600fb83eae #d,-,18,3961,2324,1765,433,2,255027,15811,3961,2326,1769,3958,2323,1756,95,100,0,500,4142;
@400000005e26af600fc19dc4 #d,-,18,3964,2325,1755,434,2,255097,15816,3964,2325,1773,3961,2322,1755,95,100,0,500,4142;
@400000005e26af620fd05a8e #d,-,18,3967,2323,1765,435,2,255168,15820,3967,2325,1770,3964,2323,1754,95,100,0,500,4142;
@400000005e26af620fda552c #d,-,18,3969,2322,1774,436,2,255295,15828,3969,2324,1774,3967,2322,1758,95,100,0,500,4142;
@400000005e26af640fe9c6a3 #d,-,18,3971,2321,1770,438,2,255309,15829,3971,2322,1776,3969,2320,1761,95,100,0,500,4142;
@400000005e26af640ff35090 #d,-,18,3973,2322,1767,439,2,255380,15833,3973,2323,1781,3971,2320,1763,95,100,0,500,4152;
@400000005e26af661001e283 #d,-,18,3976,2321,1763,440,2,255450,15837,3976,2322,1774,3973,2320,1761,95,100,0,500,4152;
@400000005e26af66100b702a #d,-,18,3979,2322,1767,441,2,255519,15842,3979,2323,1775,3976,2321,1760,95,100,0,500,4147;
@400000005e26af68101a5411 #d,-,18,3980,2320,1774,442,2,255590,15846,3980,2322,1774,3979,2320,1760,95,100,0,500,4147;
@400000005e26af681023ce29 #d,-,18,3982,2322,1773,443,2,255659,15850,3982,2323,1775,3980,2320,1764,96,100,0,500,4147;
@400000005e26af6a10332769 #d,-,18,3982,2321,1765,444,2,255728,15855,3982,2322,1777,3982,2319,1762,96,100,0,500,4145;
@400000005e26af6a103c7a64 #d,-,18,3984,2320,1766,445,2,255797,15859,3984,2323,1776,3982,2320,1763,96,100,0,500,4149;
@400000005e26af6c104b3bd6 #d,-,18,3985,2322,1768,446,2,255922,15867,3985,2322,1775,3984,2320,1765,95,100,0,500,4152;
@400000005e26af6c10553a2e #d,-,18,3986,2318,1773,448,2,255990,15871,3986,2322,1775,3985,2318,1765,96,100,0,500,4149;
@400000005e26af6e10649f89 #d,-,18,3987,2321,1772,449,2,256058,15875,3987,2322,1776,3986,2318,1764,96,100,0,500,4147;
@400000005e26af6e106e15e8 #d,-,18,3987,2323,1766,450,2,256069,15876,3987,2323,1774,3987,2320,1764,96,100,0,500,4147;
@400000005e26af70107d73d0 #d,-,18,3988,2322,1766,451,2,256136,15880,3988,2324,1775,3987,2322,1764,96,100,0,500,4152;
@400000005e26af701086e1cd #d,-,18,3989,2323,1769,452,2,256204,15884,3989,2323,1776,3988,2321,1763,96,100,0,500,4149;
@400000005e26af7210958b08 #d,-,18,3989,2321,1770,453,2,256271,15888,3989,2324,1772,3989,2321,1762,96,100,0,500,4149;
@400000005e26af72109efdad #d,-,18,3990,2323,1773,454,2,256338,15892,3990,2324,1775,3989,2321,1765,96,100,0,500,4149;
@400000005e26af7410aecfff #d,-,18,3991,2322,1773,455,2,256406,15897,3991,2324,1781,3990,2322,1771,96,100,0,500,4156;
@400000005e26af7410b83a43 #d,-,18,3993,2323,1773,456,2,256475,15901,3993,2323,1779,3991,2321,1773,95,100,0,500,4166;
@400000005e26af7610c78fc9 #d,-,18,3995,2325,1775,458,2,256598,15909,3995,2325,1780,3993,2323,1770,95,100,0,500,4166;
@400000005e26af7610d18a67 #d,-,18,3997,2322,1774,459,2,256666,15913,3997,2325,1779,3995,2322,1769,95,100,0,500,4166;
@400000005e26af7810e02d1d #d,-,18,3998,2322,1778,460,2,256678,15914,3998,2325,1778,3997,2322,1770,96,100,0,500,4164;
@400000005e26af7810e9a647 #d,-,18,3999,2324,1775,461,2,256745,15918,3999,2324,1779,3998,2322,1769,96,100,0,500,4161;
@400000005e26af7a10f90ba2 #d,-,18,4000,2322,1778,462,2,256812,15922,4000,2325,1778,3999,2322,1772,96,100,0,500,4166;
@400000005e26af7a11026e72 #d,-,18,4002,2323,1775,463,2,256879,15926,4002,2325,1781,4000,2322,1771,96,100,0,500,4164;
@400000005e26af7c1110d58d #d,-,18,4003,2324,1773,464,2,256946,15930,4003,2324,1780,4002,2322,1773,95,100,0,500,4171;
@400000005e26af7c111aa90e #d,-,18,4003,2324,1774,465,2,257012,15934,4003,2325,1779,4003,2323,1772,96,100,0,500,4166;
@400000005e26af7e112a0f58 #d,-,18,4004,2323,1776,466,2,257079,15938,4004,2325,1778,4003,2323,1771,96,100,0,500,4166;
@400000005e26af7e11337d55 #d,-,18,4005,2325,1777,468,2,257145,15943,4005,2325,1778,4004,2323,1771,96,100,0,500,4171;
@400000005e26af801142da4f #d,-,18,4006,2324,1775,469,2,257210,15947,4006,2326,1777,4005,2323,1772,96,100,0,500,4166;
@400000005e26af80114c3103 #d,-,18,4006,2322,1778,470,2,257275,15951,4006,2326,1780,4006,2322,1770,96,100,0,500,4166;
@400000005e26af82115bd96d #d,-,18,4007,2323,1774,471,2,257340,15955,4007,2324,1782,4006,2321,1771,96,100,0,500,4168;
@400000005e26af82116542c1 #d,-,18,4007,2326,1768,472,2,257405,15959,4007,2326,1777,4007,2323,1768,96,100,0,500,4166;
@400000005e26af8411749cf0 #d,-,18,4007,2325,1777,473,2,257469,15963,4007,2327,1777,4007,2324,1768,96,100,0,500,4164;
@400000005e26af84117dfed1 #d,-,18,4008,2325,1773,474,2,257533,15967,4008,2326,1779,4007,2324,1770,96,100,0,500,4166;
@400000005e26af86118c9926 #d,-,18,4008,2327,1773,475,2,257597,15971,4008,2327,1776,4008,2324,1769,96,100,0,500,4166;
@400000005e26af8611968035 #d,-,18,4008,2326,1770,477,2,257714,15978,4008,2328,1778,4008,2325,1769,96,100,0,500,4168;
@400000005e26af8811a6634b #d,-,18,4008,2327,1774,478,2,257724,15978,4008,2327,1781,4008,2325,1770,96,100,0,500,4171;
@400000005e26af8811af4860 #d,-,18,4008,2325,1772,479,2,257787,15982,4008,2327,1776,4008,2325,1768,96,100,0,500,4166;
@400000005e26af8a11bec14a #d,-,18,4008,2327,1775,480,2,257850,15986,4008,2327,1786,4008,2325,1765,96,100,0,500,4164;
@400000005e26af8a11c8108c #d,-,18,4006,2327,1769,481,2,257909,15990,4008,2328,1776,4006,2326,1750,96,100,0,500,4149;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
